ASIN,Page,RevNmb,Title,User,Rating,VPS,RDate,HVotes,CommentsCount,ReviewText
B01EUC7NPI,90,897,Very good quality,Capt. Hook,5,Yes,25-Jan-18,-,0,Works great. The quality of materials and construction is very good. No surprises or disappointments so far.
B01EUC7NPI,90,898,awesome tablet,Angela J cadena,5,Yes,25-Jul-17,-,0,worked great I love how fast this tablet works and the color and camera are so vivid I would recommend this tablet
B01EUC7NPI,90,899,Five Stars,Dellarease S,5,Yes,30-Apr-18,-,0,Real nice quality device. I would buy it again and recommend it to others.
B01EUC7NPI,90,900,Great tablet!,Connie Thompson,5,Yes,12-Aug-16,1,0,Great tablet! No problems at all! Very clear and concise screen without glare. Nice compact size fits in hand well!
B01EUC7NPI,91,901,Samsung tablet,Tammy,5,Yes,29-Sep-17,-,0,"Love this tablet, So easy-to-use,worth the money. Now I have to wait for my husband to give it up lol"
B01EUC7NPI,91,902,love it,jasmine hewitt,5,Yes,01-Feb-18,-,0,worth getting the pen if you like to draw - never had an issue!
B01EUC7NPI,91,903,Five Stars,Amazon Customer,5,Yes,22-Jun-17,1,0,Work well.
B01EUC7NPI,91,904,Didn’t work for me,Steph Edwards,1,Yes,09-Nov-18,1,0,This unfortunately didn’t work.
B01EUC7NPI,91,905,Five Stars,nycDUDE,5,Yes,17-May-18,-,0,Great tablet. Runs smooth and not too big.
B01EUC7NPI,91,906,Good,Barbara,5,Yes,27-Dec-18,-,0,Love it
B01EUC7NPI,91,907,Samsung Galaxy Tab,J. M. Chalkley,5,Yes,04-Nov-17,1,0,I love it. Easy to operate.
B01EUC7NPI,91,908,Yes!!!,Jessica Kelly,5,Yes,11-Dec-18,-,0,We love them!
B01EUC7NPI,91,909,It is hard to set-up.,Clwies,4,Yes,20-Jan-19,-,0,I enjoy the large screen. Although it could be just a little larger.
B01EUC7NPI,91,910,Good buy.,Steve,5,Yes,08-Aug-17,-,0,Enjoying my Galaxy tablet. I did purchase an SD card for additional memory. Internal memory is marginal and much is taken up by OS management.
B01EUC7NPI,92,911,Excellent product,Uh1c,5,Yes,14-Mar-17,1,0,Brand new in perfect condition. Works excellent. Will buy again
B01EUC7NPI,92,912,Very Disappointed ! Tablet Shutdown itself...,Saravanakumarmanickam,1,Yes,19-Apr-19,-,0,"I have purchased this product 4 Months ago, this was working good but now all of sudden it shuts down itself. I have followed all the steps mentioned in Samsung site but of no use, totally disappointed on this purchase."
B01EUC7NPI,92,913,Five Stars,Tweak,5,Yes,27-May-18,-,0,Works great with good battery life.
B01EUC7NPI,92,914,Cheap Tablet w Digital Pen Great for Amateur Artists Designers with Latest Android Oreo update,AK,5,Yes,17-Jan-19,-,0,"Me likey, okay."
B01EUC7NPI,92,915,"Very good, friendly",DickC,5,Yes,01-Dec-16,-,1,"Excellent, replaces a Samsung Note 2014 which had an untimely death. A different feel - wants to be in portrait mode, but very friendly and intuitive. Will get my wife one when her Note 2014 expires."
B01EUC7NPI,92,916,Love it!,DLJ74,5,Yes,14-Mar-19,-,0,Exactly what I wanted.
B01EUC7NPI,92,917,Works great,lj,5,Yes,14-Aug-18,-,0,Great product
B01EUC7NPI,92,918,Four Stars,J C,4,Yes,04-Aug-18,-,0,So far so good!
B01EUC7NPI,92,919,Five Stars,NeMora,5,Yes,19-Oct-17,1,0,Fits perfectly
B01EUC7NPI,92,920,my daughter loves this,Libby,5,Yes,07-Mar-19,-,0,This was my daughter's Christmas gift. She loves it. She uses it for her digital art and it is perfect. The price was great too
B01EUC7NPI,93,921,Very easy to set up!,Suzanne Potter,5,Yes,20-Jul-18,-,0,I like how big the screen is. Its very light weight. It's a gift for my husband and so far I'm very pleased with my purchase and I know he will be to.
B01EUC7NPI,93,922,Excellent for websurfing,Elizabeth Lamond,5,Yes,25-Jan-18,-,0,"In three weeks this has completely replaced my laptop for websurfing and playing games like candy crush. Don't know how well it would handle heavy work usage (writing articles/essays or doing major spreadsheets), but great for entertaining yourself. Also not too delicate: I've dropped it off the kitchen counter twice and no damage that I've noticed."
B01EUC7NPI,93,923,GREAT Tablet,Albert Danielsen,5,Yes,06-Nov-18,-,0,Thanka
B01EUC7NPI,93,924,Great transaction!,Michael D. Cohee,5,Yes,05-Jul-18,-,0,"Shipped quickly, just as advertised, great price. Couldn't ask for better."
B01EUC7NPI,93,925,.,MsTalia,5,Yes,20-Jun-18,-,0,"Love it, just expected soft keys to light up, but they don't!"
B01EUC7NPI,93,926,Five Stars,Halfie,5,Yes,28-Mar-18,-,0,"My sister uses it to draw, and she loves it!"
B01EUC7NPI,93,927,Five Stars,Amazon Customer,5,Yes,17-Mar-17,1,0,"Excellent tablet, my third in this series."
B01EUC7NPI,93,928,I love this tablet,TexMex,5,Yes,29-Nov-16,2,0,"I love this tablet. The colors are vibrant. No complaints. Samsung Galaxy Tab A 10.1""; 16 GB Wifi Tablet (Black) SM-T580NZKAXAR"
B01EUC7NPI,93,929,One Star,SA Lair,1,Yes,14-Feb-18,-,0,Stopped working after 1-1/2 months. Just 14 days after return window closed.
B01EUC7NPI,93,930,Awesome tablet,Lydia,5,Yes,12-Aug-18,1,0,It is a nice tablet
B01EUC7NPI,94,931,H,Márcia,5,Yes,25-Dec-18,-,0,Good quality and fast delivery
B01EUC7NPI,94,932,Awesome tablet,Debi Faultersack,5,Yes,22-Aug-18,-,0,I love this tablet! Especially the S pen!
B01EUC7NPI,94,933,Great Android Tablet,groundh0g,5,Yes,11-Mar-18,-,0,Bought as a gift for my dad. Can't get him to put it down.
B01EUC7NPI,94,934,Five Stars,blue,5,Yes,21-Mar-18,-,0,Perfect tablet fast my mom really loves it.
B01EUC7NPI,94,935,Great Tablet for the price,Bun,5,Yes,02-Feb-17,-,0,"Loyve the tablet and take it with me to all dr appts, etc, My main game player, but I can also use the internet and everything else my laptop offers."
B01EUC7NPI,94,936,Nice tablet!,Randy Reveles,5,Yes,31-Mar-19,-,0,This tablet is awesome. Bought as a gift and now i want one. Works awesome with samsung tvs!
B01EUC7NPI,94,937,Great Christmas gift for my teenage son,Gerry G.,5,Yes,09-Jan-17,-,0,"Great Christmas gift for my teenage son. He loves the screen size and the crisp, sharp picture. We are both thoroughly happy with this tablet."
B01EUC7NPI,94,938,"Quick shipping, Nice tablet.",mightysajas,5,Yes,13-Mar-18,-,0,"Purchased for friend, as her first tablet. She loves it."
B01EUC7NPI,94,939,Dopest tablet,michael,5,Yes,19-Aug-18,-,0,Loving it
B01EUC7NPI,94,940,daughter loves it,dms04,5,Yes,30-Apr-19,-,0,works good
B01EUC7NPI,95,941,Five Stars,Stephanie S.,5,Yes,27-Feb-18,-,0,Love it. I had purchased a used tablet and it ended up looking like brand minus slight imperfections.
B01EUC7NPI,95,942,Explore the galaxy,Lost Lens Cap,5,Yes,13-Aug-17,-,0,Does everything well and has a beautiful screen. I like the expandable storage from micro SD.
B01EUC7NPI,95,943,Five Stars,Amazon Customer,5,Yes,14-Dec-16,1,0,I love this tablet it does everything it says it will
B01EUC7NPI,95,944,but so far it is a wonderful addition to my electronic arsenal,Jola Davis,5,Yes,22-Feb-17,3,0,"Still figuring out the bells and whistles, but so far it is a wonderful addition to my electronic arsenal. Since I haven't done a whole lot of video watching, I cannot attest to the clarity of the picture yet, but so far, it's clear and precise. This is a great, simple tablet for those who don't like a lot of extra stuff included with the tablet usage (except for the included bloatware, which I can turn off).

It will be a great tool to keep up with home when I will be travelling later in the year; a good way to stay in touch. Since I researched the best machine for what I needed and had intended in using, this works just fine. For the money spent, I'm very happy."
B01EUC7NPI,95,945,They are awesome. Love it,Kevin,5,Yes,22-Mar-19,-,0,They are awesome. Love it
B01EUC7NPI,95,946,it just died. Will not start..... how can I get a new one... or my money back?,Amazon Customer,1,Yes,13-Mar-19,1,0,I need a replacement... it just died. Will not start..... how can I get a new one... or my money back?
B01EUC7NPI,95,947,Five Stars,Amazon Customer,5,Yes,18-Sep-18,-,0,"Good device, price is right."
B01EUC7NPI,95,948,Five Stars,EM,5,Yes,30-Jul-18,-,0,Easy to use and set up!!! Thank you
B01EUC7NPI,95,949,Great purchase!,JBug,5,Yes,13-Mar-18,-,0,"Tablet arrived well-packaged, with the needed instruction to set it up. Great purchase."
B01EUC7NPI,95,950,Money well spent,Tyler Brandon,5,Yes,14-May-18,-,0,Plastic backing is very solid. S pen could maybe not feel so cheap on future models. Also the S pen grip ridges go all the way to the tip so the thing vibrates and grinds as it is inserted. Software is solid. The screen is vibrant and well built. Has a very useful PDF program preloaded on it.
B01EUC7NPI,96,951,Five Stars,Amazon Customer,5,Yes,25-Jan-18,-,0,"It put a smile on my son's face, he has been thrilled since day one."
B01EUC7NPI,96,952,Five Stars,Snidely Snurdman,5,Yes,25-Apr-18,-,0,She likes it.... what else can I say.
B01EUC7NPI,96,953,Five Stars,daniel l marosy,5,Yes,21-Jun-18,-,0,Love it thank you
B01EUC7NPI,96,954,it's easy for her to handle,Myra S Forrester,5,Yes,06-Feb-18,-,0,"Got this for my 95 year old Mom. She loves it. While she may not get into some of the more sophisticated things the tablet can do, it's easy for her to handle. Finding the things she wants is pretty straightforward so she's not intimidated by it.

Very pleased."
B01EUC7NPI,96,955,Five Stars,Andrew Chung,5,Yes,22-Mar-18,-,0,its nice. pretty fast. nice screen. no complains. I recommend.
B01EUC7NPI,96,956,This is a great tablet! The display is awesome,Charles F. Mountin,5,Yes,09-Jan-18,-,0,"This is a great tablet! The display is awesome! The performance is great and there are a ton of apps available. But make sure to get a memory card for it, the 16 GB isn't enough without a microSD card. I got a 64BG and I'm very happy.."
B01EUC7NPI,96,957,Five Stars,Nurserg,5,Yes,31-Jan-18,-,0,Really liked but WiFi wouldn’t work out of the Country. Tried in different Countries.
B01EUC7NPI,96,958,This is an excellent tablet. The screen is a wonderful size,Jessica Revilla,5,Yes,17-Jan-18,-,0,This is an excellent tablet. The screen is a wonderful size. The quality is excellent. I purchased two of these for Christmas one for my mom and one for my daughter. They both are enjoying them.
B01EUC7NPI,96,959,This 1 is not good,Richard Johnson JR,1,Yes,03-Jan-19,-,0,No good
B01EUC7NPI,96,960,Just a great tablet to have.,Amazon Customer,5,Yes,10-Aug-18,-,0,"Samsung tables like this one is the only tablet to have. I love the samsung product, as it the only phone or tablet I will use."
B01EUC7NPI,97,961,Damage charger,Lance Basham,3,Yes,25-Nov-18,-,0,Came with a damage charger
B01EUC7NPI,97,962,Broudht as a Gift,Ba En Asaru,5,Yes,17-Feb-18,-,0,I brought it as a gift for someone. She liked it very much.
B01EUC7NPI,97,963,Five Stars,Alex,5,Yes,19-Jul-17,1,0,Love it latest patch cleared all my glitches
B01EUC7NPI,97,964,Five Stars,Paul,5,Yes,18-Dec-17,-,0,I'm pleased with the features and the display. Let's hope it lasts longer than my nexus 6...
B01EUC7NPI,97,965,Great tablet,Rick,5,Yes,23-Feb-18,-,0,The best tablet I've ever had. ZERO problems
B01EUC7NPI,97,966,Tablet works great,FLETA THORNTON,4,Yes,17-Jul-18,-,0,"Tablet works great! The only down side is holding it in your hand against your body when you lean forward, your stomach will accidently close your app. Also, the charger is extremely short in length...ridiculous."
B01EUC7NPI,97,967,Very good product,TGS,5,Yes,07-Aug-18,-,0,Product works better than spected. Received before the promised time.
B01EUC7NPI,97,968,A nice tablet for the basics,BigD277,4,Yes,09-Aug-17,2,0,"If you are a Samsung Note 5 phone user, this is basically the same thing in a tablet version. Works fine, does what is supposed to do. A few cons:

1. SD card gives you extra storage, but you can't download anything on it. You have to manually move apps to the SD card, which is just a pain. Some apps have to stay in internal storage. Don't know why this is. Android thing? Samsung thing? Don't know. Don't care. It's dumb.
2. Buttons on the bottom are prone to accidental touch. It's not a big deal, but it is still a deal.
3. No ability to integrate Samsung Notes with Evernote. You can do it with S-Note on the Note 5. But not on the Tab A. Why not? Only God knows.
4. No easy way to get Amazon Video. Amazon thing? Samsung thing? Don't know. Don't care. It's dumb.

Otherwise, I enjoy Samsung products and have found them to be the most innovative and reliable wireless products using the Android platform."
B01EUC7NPI,97,969,Great buy and excellent price.,Regina Douglas,4,Yes,03-Apr-17,1,0,"Ordered for my husband, it arrived on time and he love it."
B01EUC7NPI,97,970,Sturdy,James Taylor,5,Yes,21-Dec-18,-,0,Excellebt tablet
B01EUC7NPI,98,971,Five Stars,Belinda J. Skinner,5,Yes,28-Nov-18,-,0,great tablet
B01EUC7NPI,98,972,Three Stars,Richard T. Williams,3,Yes,25-Oct-17,-,0,I really hoped that this would work good. The screen flickers. Also no charger
B01EUC7NPI,98,973,It's good so far,Ash,5,Yes,09-Jul-18,-,0,I use it as card processing.. that's all
B01EUC7NPI,98,974,Works just like my other samsung devices. High quality.,Vinny,5,Yes,31-Dec-18,-,0,Awesome tablet!
B01EUC7NPI,98,975,I Love it.,R G Sand,5,Yes,23-Jan-18,-,0,This is my second tablet. I Love it... it's all I hoped it would be and more.
B01EUC7NPI,98,976,Just like new!,Alexander Diaz,5,Yes,17-Aug-18,-,0,Very good...really just like new!
B01EUC7NPI,98,977,Great tablet. The S pen is super smooth and ...,BambiHands,5,Yes,25-Mar-18,-,0,"Great tablet. The S pen is super smooth and incredibly convenient for notetaking.
The picture looks great and it operates extremely smooth."
B01EUC7NPI,98,978,Samsung Tab Great,GENEA D.,5,Yes,14-Nov-18,-,0,Awesome gift. No complaints.
B01EUC7NPI,98,979,Stopped working,Rachelle Kochuk-Godwin,1,Yes,03-Apr-19,1,0,"The scream just went black, and stopped working."
B01EUC7NPI,98,980,Perfect for what I needed,acj1029,5,Yes,17-Jan-18,-,0,"Right amount of memory, good screen size, android 7 OS, very long battery life"
B01EUC7NPI,99,981,Very good purchase!!,joe goodwin,5,Yes,29-May-18,-,0,One of my favourite electronic purchases in a long time
B01EUC7NPI,99,982,Worth the money!,Dedicated Shopper,5,Yes,22-Mar-18,-,0,Easy to use. Wonderful picture.
B01EUC7NPI,99,983,A most necessary item. This size works well for ...,Mandie,5,Yes,27-Aug-18,-,0,A most necessary item. This size works well for playing games while travelling. Am enjoying it.
B01EUC7NPI,99,984,Five Stars,Gail Olson,5,Yes,02-May-18,-,0,"very nice, good price"
B01EUC7NPI,99,985,Loved this tablet,Lady in Red,5,Yes,10-May-17,-,0,"Loved this tablet, works very well, so far, so good, the colors are vivid, the pen works pretty good too."
B01EUC7NPI,99,986,Five Stars,Bill Mullen,5,Yes,01-Mar-18,-,0,great unit.......priced right.........
B01EUC7NPI,99,987,Great,Anne P.,5,Yes,13-Apr-18,-,0,Perfect. Much better than my old Ipad.
B01EUC7NPI,99,988,Great buy,BeckShan87,5,Yes,29-Sep-18,-,0,Love it
B01EUC7NPI,99,989,Good tablet,H. Hjorth Harville,5,Yes,17-Mar-18,-,0,Works great. Replaced an older model of the same thing
B01EUC7NPI,99,990,Buyer beware,Amazon Customer,3,Yes,17-Aug-17,1,0,"Was a great tablet,... while it worked. 90 days after purchase it won't turn on anymore and has been glitchy since day one. I wouldn't waste $350 on this. Buy it locally so they can help you if it breaks."
B01EUC7NPI,100,991,Satisfied customer!,Amazon Customer,5,Yes,09-Feb-17,-,1,I did a lot of research on this. I wanted a larger screen than I have with my old I-pad. This was the right price and it shipped quickly.
B01EUC7NPI,100,992,Great value,Heavy Skinz,5,Yes,19-Feb-18,-,0,My son got this for Christmas and for the price you really can't beat it.
B01EUC7NPI,100,993,Great,Trapper,5,Yes,07-Mar-18,-,0,Got this for gift. Great price. Samsung great product.
B01EUC7NPI,100,994,"Great tablet, has everything we need.",TG,5,Yes,13-Feb-18,-,0,"Great tablet, has everything we need."
B01EUC7NPI,100,995,Good product -- Great Amazon Service!,Walt,4,Yes,01-Nov-16,5,0,"The product is sound and a great alternative to my Note 7 (which I loved). Features are very similar, yet with a much larger surface, this product is very useful for drawing, edits, and notes.

I have to give great kudos to Amazon Customer Service -- most especially their floor Manager Nicholas. There was an error in the ordering system which caused a delay in my delivery of an older model. This had a minor impact to my work, but the solution created by Nicholas was one that will keep me a loyal Amazon Prime Member for quite a while. It is very nice to see that the Customer Experience is not lost with Amazon, and they invest wisely in their culture and business philosophy. I'm a fan! 5-stars and beyond for Nicholas and the Prime Membership team."
B01EUC7NPI,100,996,"Tablet arrived on time, and packaged very well. ...",Walter Klamp,5,Yes,11-Jul-17,-,0,"Tablet arrived on time, and packaged very well. My wife is back up and running, and loves her new tablet. thank you"
B01EUC7NPI,100,997,Galaxy Tab A,adarryl l mack,5,Yes,06-Feb-17,-,0,"I love this tablet! This is the one I have been waiting for. The gameplay is really good, no long start ups. The playback for movies is excellent."
B01EUC7NPI,100,998,This tablet is amazing. Its not the highest power tablet but the ...,Kate Pearsall,5,Yes,14-Jul-17,-,0,This tablet is amazing. Its not the highest power tablet but the functionality is amazing. It will also play most games pretty well. The pen is just wonderful.
B01EUC7NPI,100,999,I love it,Floyd Findlay,5,Yes,15-Dec-18,-,0,Great product -- exactly what i had hoped i would get
B01EUC7NPI,100,1000,Five Stars,AMFD,5,Yes,27-Apr-18,1,0,excellent tablet
B01EUC7NPI,101,1001,Easy and great,beachbunny,5,Yes,06-Mar-19,-,0,Great simple and easy to use
B01EUC7NPI,101,1002,Five Stars,John,5,Yes,05-May-18,-,0,"Works great, no issues."
B01EUC7NPI,101,1003,Five Stars,R. Morgan,5,Yes,20-Jan-18,-,0,"great gift, person is very happy with it"
B01EUC7NPI,101,1004,A Plenty Adequate Tablet,Dolomite149,5,Yes,08-Sep-18,-,0,"More like ""my wife loves it""."
B01EUC7NPI,101,1005,Excellent product,Peter,5,Yes,21-Jan-18,-,0,No complaints. Great price great product
B01EUC7NPI,101,1006,Its a good tablet for regular daily use at home,Nehastar,4,Yes,25-May-18,-,0,Its a good tablet for regular daily use at home. I use it most for surfing or watching videos so its quite good for that.
B01EUC7NPI,101,1007,Outstanding tablet,Michael S. Poppe,5,Yes,08-Mar-19,-,0,Best tablet I've ever had. Highly recommend.
B01EUC7NPI,101,1008,Samsung Galaxy tablet,Kindle Customer,3,Yes,24-Oct-17,-,0,"No documentation available, way too many ads, wish I had waited for the new 10"" kindle"
B01EUC7NPI,101,1009,What a nightmare!!,Amazon customer,1,Yes,15-May-18,3,0,"I purchased two tablets for my children for Christmas. It was a great experience for the first few months and then both device(s) went completely black and non responsive at different times. We charged, rebooted which only produced flickering logos and a continued black screen. We mailed it back for repair, which cleaned the device of all of my children's apps, and a few months later black unresponsive screen again! I ended up returning both for a partial refund. I just wanted to end the nightmare before I would be stuck with a useless device. The price was right at the time since I had to purchase two devices, but what a nightmare it was not knowing when not if the devices would black screen on us."
B01EUC7NPI,101,1010,"We like them,",russell baker,4,Yes,21-Mar-18,-,0,"Just another tablet.. We like them,, Have 3."
B01EUC7NPI,102,1011,Five Stars,Amazon Customer,5,Yes,06-Jun-18,-,0,good buy
B01EUC7NPI,102,1012,Five Stars,Nataliya U,5,Yes,13-Jun-18,-,0,love it!
B01EUC7NPI,102,1013,Tablet,DG,4,Yes,11-Aug-18,-,0,"After we purchased, we found out that this was a 2016 item. We when ordered we did not see any details telling us that."
B01EUC7NPI,102,1014,Five Stars,NICK,5,Yes,30-May-18,-,0,Works great very happy
B01EUC7NPI,102,1015,Five Stars,etienne,5,Yes,23-Jul-17,-,0,Very easy instructions and even easier to adhere to the screen. No bubbles!!!
B01EUC7NPI,102,1016,Four Stars,Emmanuel T,4,Yes,16-Nov-17,1,0,"Over time, the screen seems to glitch. For what I use it for, it fits my needs."
B01EUC7NPI,102,1017,wife loves it,TheCeladon,5,Yes,06-Aug-17,-,0,For a birthday present I bought it for my wife to replace a smaller tablet. She loves it.
B01EUC7NPI,102,1018,Love this tablet!,Amy,5,Yes,03-Dec-18,-,0,Exactly what I needed!
B01EUC7NPI,102,1019,Great tablet,oneil p,5,Yes,05-Jan-17,1,0,"Perfect. I take the tablet everywhere. I have not experienced any lag while playing modern combat, asphlat or need for speed on it. (Testing purposes ;-)). I also appreciated the speedy delivery"
B01EUC7NPI,102,1020,Larger Screen,AMB,5,Yes,03-Jan-19,-,0,I like the new larger screen than my previous Samsung Galaxy Tablet. Look forward to using it and discovering all of the new features.
B01EUC7NPI,103,1021,Works well.,kurt schultz,5,Yes,08-Nov-17,1,0,"Seems to work very well, size is nice and battery life is outstanding."
B01EUC7NPI,103,1022,OK,Mario Alfredo Scaglione,4,Yes,05-Jan-19,-,0,OK
B01EUC7NPI,103,1023,Five Stars,Lucy,5,Yes,06-May-18,-,0,Great tablet.
B01EUC7NPI,103,1024,Good,Neil,5,Yes,26-Aug-18,-,0,Gife to friends! Good!
B01EUC7NPI,103,1025,Five Stars,darrell,5,Yes,25-Apr-18,-,0,Arrived as described
B01EUC7NPI,103,1026,Excellent product,BambamAmazon Customer,5,Yes,28-Feb-17,1,0,"It is everything that I had hoped for, no issues whatsoever"
B01EUC7NPI,103,1027,Awesome tablet!,Amazonerd,5,Yes,15-Apr-17,3,0,"Best tablet for the price. The pen is super awesome and you can't really find other tablets of this quality for the price with a pen. Resolution might not be as high as others but the display looks great. Battery lasts forever. I can leave it unused for probably a week and unlock it and it's still kicking. It has expandable storage but beware some apps that can't use external storage effectively. The 16GB can fill up fast with video or lots of cached data from apps. Otherwise 100% love this tablet. (Bought this on sale for $250, the price is now $350)"
B01EUC7NPI,103,1028,Five Stars,Lisa Shelton,5,Yes,15-May-18,-,0,I absolutely love my Samsung
B01EUC7NPI,103,1029,Smart buy,Amazon Customer,5,Yes,18-Dec-17,-,0,"This is a great product, at an even better price. My kids are stoked!"
B01EUC7NPI,103,1030,My wife likes it,Amazon Customer,5,Yes,14-Jul-18,-,0,Nice tablet for the price.
B01EUC7NPI,104,1031,I LOVE THIS TABLET,D. Boyce,5,Yes,26-Feb-17,-,0,"Excellent tablet....I love it. Fast, smooth, beautiful. I use it a lot for art and it's awesome. Nice size, great display."
B01EUC7NPI,104,1032,Five Stars,Alex,5,Yes,28-Jan-18,-,0,Great tablet i got it for work to mail customers their invoices does the job very well
B01EUC7NPI,104,1033,Five Stars,J. McCarthy,5,Yes,22-Jan-18,-,0,Very happy with it. Good price for a tablet with pen.
B01EUC7NPI,104,1034,Great tablet for personal/business use,Shellie,5,Yes,03-Jan-17,-,0,"Absolutely love this tablet. I mostly use it for personal use. Browsing online, Pinterest, etc. But I will be using it with a keyboard case to take notes at meetings as well. Would highly recommend!"
B01EUC7NPI,104,1035,overall nice for the price,Amazon Customer,3,Yes,09-Jan-17,2,0,"It's ok for this price, speakers during calls are not enough loud, can only run 720p, streaming is not smooth with 1080p. no burble with resolution and brightness. overall nice for the price."
B01EUC7NPI,104,1036,Great tablet for a great price.,Cordy H.,5,Yes,05-Sep-17,1,0,"Everything I expected and more. After reading the ratings I was a little worried about the low rating reviews, but with the amount of positive reviews I took a chance and do not regret it. Excellent tablet for an excellent price."
B01EUC7NPI,104,1037,Fast,john k,5,Yes,28-Jul-18,-,0,Fast
B01EUC7NPI,104,1038,Great Tablet,MartyE,5,Yes,27-Feb-18,-,0,"It was just what I expected, great, easy to set up, the battery life is awesome!"
B01EUC7NPI,104,1039,Five Stars,Amazon Customer,5,Yes,04-Apr-18,-,0,good product
B01EUC7NPI,104,1040,Five Stars,Amazon Customer,5,Yes,28-Jan-18,-,0,This is a brilliant device.
B01EUC7NPI,105,1041,Easy to Use,Amazon Customer,5,Yes,01-Feb-17,-,0,was a gift for someone who LOVES it. Very easy to use for an elderly person with limited computer skills.
B01EUC7NPI,105,1042,One Star,SKauser,1,Yes,12-Apr-18,-,0,Wouldn't charge. Got extremely hot. Returned immediately.
B01EUC7NPI,105,1043,Five Stars,Steph Loop,5,Yes,02-Sep-17,-,0,Works great! I like that it's not ginormous but big enough to work on
B01EUC7NPI,105,1044,Works great!,Levi B.,5,Yes,02-Nov-17,-,0,I use this to take notes for undergraduate classes. It works great.
B01EUC7NPI,105,1045,It was easy and quick to set up,Nana Kate,5,Yes,19-Apr-18,-,0,I got this for my husband who is not a big fan of technology. It was easy and quick to set up.
B01EUC7NPI,105,1046,Five Stars,Roberta Jones,5,Yes,14-Jan-18,1,0,Like everything about it. Easy to use and works great.
B01EUC7NPI,105,1047,Predictive text fail,Mommy,1,Yes,30-Jul-18,-,0,2 brand new devices predictive text feature did not work. Samsung told me that both devices were defective and that they didn't understand why it wasn't working. Didn't bother replacing it a 3rd time.
B01EUC7NPI,105,1048,Five Stars,Gwen Barlow,5,Yes,26-Jul-17,-,0,My husband uses this more than his IPad that I got for him. Thanks.
B01EUC7NPI,105,1049,Amazing screen and stays charged forever,Amazon Customer,5,Yes,14-Feb-19,-,0,Amazing screen and stays charged forever
B01EUC7NPI,105,1050,tab,M. Greenleaf,5,Yes,21-May-18,-,0,works fine
B01EUC7NPI,106,1051,Good present,Mark Chester,5,Yes,28-Mar-18,-,0,Bought this for my wife for Christmas and she loves it.
B01EUC7NPI,106,1052,Five Stars,albert,5,Yes,20-Apr-18,-,0,very good
B01EUC7NPI,106,1053,"Excellent product, if you can't afford tablet s4 (like me)",Amazon Customer,4,Yes,10-Sep-18,-,0,"Excellent tablet for the price, used mostly for videos/reading
Pros- battery life, HD screen, screen size, s pen
Cons- not amoled screen, speaker placement, toothpick sized s pen"
B01EUC7NPI,106,1054,Five Stars,BARBARA SANDERS,5,Yes,27-Jul-18,-,0,Don't know how I lived without one! It's wonderful
B01EUC7NPI,106,1055,One productive tablet,Glenn Davis,5,Yes,03-Apr-18,-,0,"This is one productive tablet, I'm a Project Manager on a construction project and the notes and photos that sync with my Note 8. The speed is great, the screen is awesome. Love it, had reservations for being a 2016 model, but its a good piece of hardware.."
B01EUC7NPI,106,1056,Great Tablet!,Grandpa Clyde,5,Yes,27-Jul-17,1,0,"I am using the tablet to write this review with the S pen. I really like the way it works with Outlook, and transcribes all my handwritten notes."
B01EUC7NPI,106,1057,Samsung = Great Electronics,Jeremy,5,Yes,10-Jan-17,13,1,"Bought for wife for Xmas. She loves it. (She was using a 7"".)
She uses her tablet as a reader, to access the internet, and to watch streaming video.
Its a Samsung tablet, so you won't be disappointed. (This is our 6th or 7th Samsung product. I stand by the brand.)
I have also recommended a case. (See my other reviews.)"
B01EUC7NPI,106,1058,Five Stars,marley,5,Yes,08-Jul-18,-,0,Works great.
B01EUC7NPI,106,1059,Five Stars,Kandice Mitchell,5,Yes,21-Jun-18,-,0,Awesome tab...love it!
B01EUC7NPI,106,1060,Wrong stuff,Ash,2,Yes,13-Feb-18,1,0,I wanted the samsung tablet a 10.1 WITH S PEN. That's the P580. I received the T580 with NO S PEN. So my case and screen protector do not fit.
B01EUC7NPI,107,1061,Five Stars,Cathy Cross/Dwayne Cross,5,Yes,27-Mar-18,-,0,Wonderful
B01EUC7NPI,107,1062,quality,Dee,5,Yes,11-Feb-18,-,0,great product and easy to use....good price...tks.
B01EUC7NPI,107,1063,"Best ever, very pleased",George P.,5,Yes,14-Aug-16,1,0,"Great step up in speed, clarity, sound, user friendly........perfect step up from old Tab A."
B01EUC7NPI,107,1064,This is my first tablet so I can only compare to my smart phone but I am very pleased with my purchase,MC,5,Yes,03-Dec-16,-,0,The screen is clear and downloads fast. This is my first tablet so I can only compare to my smart phone but I am very pleased with my purchase.
B01EUC7NPI,107,1065,I'd buy again.,Susan Davis,5,Yes,23-Jan-19,-,0,Mom loves it.
B01EUC7NPI,107,1066,Nice Tabled,Jay Gladieux,5,Yes,29-Mar-17,-,0,Screen started to go bad on wife's 5 year old Galaxy Note 10.1 and ordered fthis for wife and she loves lovesit
B01EUC7NPI,107,1067,Gravy piece of tech,Paul Hendricks,4,Yes,09-Aug-18,-,0,Lovable tablet would recommend to streaming fans
B01EUC7NPI,107,1068,Five Stars,Bonnie,5,Yes,11-Jun-18,-,0,"I bought this for school it has been great tablet, it loads pretty fast, which i love"
B01EUC7NPI,107,1069,Well made.,Patricia A. Webb,5,Yes,08-Jul-18,-,0,Fit is perfect.
